iter, hl, mif1, avp, log_loss, hl_val, mif1_val, avp_val, log_loss_val, sparsity, HV_mu, HV_max, HV_min, HV_std, weight_mu, weight_std
1, 0.437224, 0.941083, 0.753505, 28.001593, 0.437240, 0.941057, 0.753260, 28.023541, 26126.576835, 0.013334, 0.013334, 0.013334, 0.000000, 0.000474, 1.007342
2, 0.441813, 0.874109, 0.618812, 21.619405, 0.441784, 0.873912, 0.618404, 21.641879, 27157.429592, 0.020364, 0.027393, 0.013334, 0.007029, -0.004251, 1.047096
3, 0.441813, 0.874109, 0.618812, 21.619405, 0.441784, 0.873912, 0.618404, 21.641879, 27157.429592, 0.020874, 0.027393, 0.013334, 0.005785, -0.004251, 1.047096
4, 0.441813, 0.874109, 0.618812, 21.619405, 0.441784, 0.873912, 0.618404, 21.641879, 27157.429592, 0.022443, 0.027393, 0.013334, 0.005700, -0.004251, 1.047096
1, 0.494795, 0.902665, 0.751548, 24.422142, 0.494726, 0.902588, 0.751404, 24.429491, 26093.751716, 0.016897, 0.016897, 0.016897, 0.000000, -0.002778, 1.006595
2, 0.494795, 0.902665, 0.751548, 24.422142, 0.494726, 0.902588, 0.751404, 24.429491, 26093.751716, 0.016154, 0.016897, 0.015410, 0.000743, -0.002778, 1.006595
3, 0.458803, 0.884476, 0.621988, 22.958402, 0.458696, 0.884173, 0.621022, 22.950001, 28230.907115, 0.020115, 0.028038, 0.015410, 0.005635, -0.002004, 1.086827
4, 0.434651, 0.865968, 0.546060, 22.510207, 0.434643, 0.865774, 0.545960, 22.510403, 29523.421374, 0.023937, 0.035402, 0.015410, 0.008224, -0.004931, 1.136011
5, 0.434651, 0.865968, 0.546060, 22.510207, 0.434643, 0.865774, 0.545960, 22.510403, 29523.421374, 0.027229, 0.040397, 0.015410, 0.009872, -0.004931, 1.136011
6, 0.409034, 0.859818, 0.513059, 23.828017, 0.408923, 0.859567, 0.512429, 23.822110, 20066.913229, 0.030007, 0.043896, 0.015410, 0.010945, -0.006085, 0.773655
7, 0.434651, 0.865968, 0.546060, 22.510207, 0.434643, 0.865774, 0.545960, 22.510403, 29523.421374, 0.032040, 0.044242, 0.015410, 0.011291, -0.004931, 1.136011
8, 0.434651, 0.865968, 0.546060, 22.510207, 0.434643, 0.865774, 0.545960, 22.510403, 29523.421374, 0.034670, 0.053081, 0.015410, 0.012648, -0.004931, 1.136011
9, 0.351087, 0.851426, 0.484238, 24.369612, 0.350980, 0.851129, 0.483791, 24.361851, 24613.466255, 0.036045, 0.053081, 0.015410, 0.012542, -0.009210, 0.951291
