iter, hl, mif1, avp, log_loss, hl_val, mif1_val, avp_val, log_loss_val, sparsity, HV_mu, HV_max, HV_min, HV_std, weight_mu, weight_std
1, 0.399212, 0.887545, 0.677020, 24.010464, 0.399294, 0.887596, 0.676791, 24.023761, 25971.255390, 0.022010, 0.022010, 0.022010, 0.000000, -0.011855, 1.001680
2, 0.399212, 0.887545, 0.677020, 24.010464, 0.399294, 0.887596, 0.676791, 24.023761, 25971.255390, 0.020826, 0.022010, 0.019643, 0.001184, -0.011855, 1.001680
3, 0.399212, 0.887545, 0.677020, 24.010464, 0.399294, 0.887596, 0.676791, 24.023761, 25971.255390, 0.023557, 0.029019, 0.019643, 0.003981, -0.011855, 1.001680
4, 0.405183, 0.865812, 0.569549, 21.322372, 0.405172, 0.865737, 0.568526, 21.341601, 16516.855957, 0.026038, 0.033478, 0.019643, 0.005508, -0.006357, 0.636244
5, 0.399212, 0.887545, 0.677020, 24.010464, 0.399294, 0.887596, 0.676791, 24.023761, 25971.255390, 0.028526, 0.038480, 0.019643, 0.007003, -0.011855, 1.001680
6, 0.399212, 0.887545, 0.677020, 24.010464, 0.399294, 0.887596, 0.676791, 24.023761, 25971.255390, 0.030320, 0.039293, 0.019643, 0.007548, -0.011855, 1.001680
7, 0.356281, 0.848901, 0.486353, 21.323607, 0.356267, 0.848744, 0.485275, 21.341816, 21859.040406, 0.032172, 0.043278, 0.019643, 0.008330, -0.005719, 0.839800
1, 0.414930, 0.889092, 0.756619, 25.470054, 0.414821, 0.888998, 0.756565, 25.474589, 26003.835767, 0.016800, 0.016800, 0.016800, 0.000000, 0.005145, 1.002974
2, 0.417768, 0.871658, 0.814273, 24.610142, 0.417755, 0.871512, 0.813849, 24.614153, 27287.151825, 0.015666, 0.016800, 0.014533, 0.001134, -0.006913, 1.048836
3, 0.417768, 0.871658, 0.814273, 24.610142, 0.417755, 0.871512, 0.813849, 24.614153, 27287.151825, 0.016496, 0.018154, 0.014533, 0.001494, -0.006913, 1.048836
4, 0.417768, 0.871658, 0.814273, 24.610142, 0.417755, 0.871512, 0.813849, 24.614153, 27287.151825, 0.018851, 0.025919, 0.014533, 0.004280, -0.006913, 1.048836
5, 0.304458, 0.853134, 0.773868, 24.336187, 0.304487, 0.853144, 0.773309, 24.348216, 30591.086539, 0.021102, 0.030106, 0.014533, 0.005910, -0.009880, 1.180379
6, 0.271702, 0.825639, 0.697651, 23.501426, 0.271647, 0.825440, 0.697138, 23.508782, 32083.616498, 0.025643, 0.048344, 0.014533, 0.011497, -0.007664, 1.235176
7, 0.339525, 0.855082, 0.556551, 22.075817, 0.339634, 0.855132, 0.556487, 22.082992, 21669.726672, 0.028365, 0.048344, 0.014533, 0.012561, -0.010182, 0.835340
8, 0.271702, 0.825639, 0.697651, 23.501426, 0.271647, 0.825440, 0.697138, 23.508782, 32083.616498, 0.031156, 0.050692, 0.014533, 0.013877, -0.007664, 1.235176
9, 0.271702, 0.825639, 0.697651, 23.501426, 0.271647, 0.825440, 0.697138, 23.508782, 32083.616498, 0.033712, 0.054159, 0.014533, 0.014948, -0.007664, 1.235176
10, 0.217357, 0.790496, 0.456829, 20.363835, 0.217350, 0.790602, 0.456970, 20.378614, 25855.431975, 0.036797, 0.064561, 0.014533, 0.016933, -0.014570, 0.995953
11, 0.271702, 0.825639, 0.697651, 23.501426, 0.271647, 0.825440, 0.697138, 23.508782, 32083.616498, 0.039029, 0.064561, 0.014533, 0.017621, -0.007664, 1.235176
12, 0.271702, 0.825639, 0.697651, 23.501426, 0.271647, 0.825440, 0.697138, 23.508782, 32083.616498, 0.042319, 0.078513, 0.014533, 0.020092, -0.007664, 1.235176
13, 0.215990, 0.777556, 0.472958, 21.536932, 0.215982, 0.777373, 0.473016, 21.558274, 29572.187623, 0.044612, 0.078513, 0.014533, 0.020875, -0.015579, 1.138058
14, 0.271702, 0.825639, 0.697651, 23.501426, 0.271647, 0.825440, 0.697138, 23.508782, 32083.616498, 0.046557, 0.078513, 0.014533, 0.021302, -0.007664, 1.235176
15, 0.205794, 0.793200, 0.493255, 24.015405, 0.205790, 0.792952, 0.493464, 24.034158, 40132.691414, 0.049002, 0.083229, 0.014533, 0.022521, -0.014215, 1.547023
16, 0.205794, 0.793200, 0.493255, 24.015405, 0.205790, 0.792952, 0.493464, 24.034158, 40132.691414, 0.051515, 0.089208, 0.014533, 0.023879, -0.014215, 1.547023
17, 0.170301, 0.731191, 0.418843, 21.772875, 0.170329, 0.731055, 0.418563, 21.785079, 33727.709649, 0.053889, 0.091883, 0.014533, 0.025038, -0.022768, 1.298420
